TIMESTAMP,COMMENTS,TOPIC,CLIENT,CLINIC,LABEL
Jun-22, Appointment started on time and was efficient. I was treated very well and all of my questions were answered. The staff is very friendly. ,Concerns addressed,Michelin - South Carolina,Michelin Family Health Center - Anderson,Positive
Jun-22, A1C follow up na,Doctor is hospitable,Michelin - South Carolina,Michelin Family Health Center - Donaldson,Neutral
Jun-22," Very easy process from start to finish. Staff is friendly, helpful and professional. Dr actually spent the necessary time instead of trying to get me out the door. ",Good doctor,IBEW Local 145,Davenport Clinic,Positive
Jun-22,I have literally never been able to get an acute appt when needed- not for me or my kids. I have never been offered another location which is apparently also a thing.  I was able to schedule a physical sevearl month ahead of time. Heather was amazing. Not condescending and didn't take 2 hours to review my results (like last year). I appreciated her ability to address my need for exercise but to not make me feel horrible or guilty. I really liked her. nothing this appointment!,Good doctor,Elkhart County Government,Elkhart County Clinic,Positive
Jun-22, Everything was on time. Time was spent explianing my lab work. ,Good doctor,Michelin - South Carolina,Michelin Family Health Center - Anderson Satellite (Starr),Positive
Jun-22,Very friendly The doc actually listens I wouldn't change anything,Good doctor,Cooper Farms,Cooper Farms St. Henry Clinic,Positive
Jun-22," Made arrangments that day to see me with no prior appointment. Misty is very personable and friendly, along with knowledgeable diagnosis of my issues. ",Unskilled,East Central Illinois Pipe Trades,Activate by Everside Springfield Clinic,Negative
Jun-22," From the time I entered the front door, the receptionist was kind, courteous, the sitting area was clean and organized. I am so pleased that I have Dr. Banzon as my primary she was very thorough, kind and showed an interest in my well being mentally and spiritually and last but least physically. The young lady who did my labs was superb she had my blood and was putting on a bandaide ! I didn't realize I had been stuck I felt nothing she was excellent! She was kind and very personalble I thoroughly enjoyed my visit and look forward to my journey with these women towards better health!! Nothing",Lab result and services,State of New Jersey - (Horizon BCBS),Hamilton Quakerbridge Road Office,Negative
Jun-22, Went over medications and did a blood draw. every thing went fine.,Services,State of Colorado,Arvada City of Arvada Clinic,Positive
Jun-22,Scheduling issues  ,Doctor is hospitable,nan,Station Casinos Medical Center - Red Rock,Neutral
Jun-22, Dr Everett is wonderful. Always listens! ,Concerns addressed,State of Colorado,Aurora Cornerstar Plaza Clinic,Positive
Jun-22,Anytime I come to everside I am treated a person and not just another number. The staff takes the time to understand what's going on and discuss options. Everything Nothing,Engagement with Patient's,DaVita - Washington,Puyallup Meeker's Landing Clinic,Positive
Jun-22, Dr Thomas is a runs a comprehensive very professional practice. He is not only very knowledgeable but also kind.  Her care hours above and beyond her medical duty to her patients. Thank you.  Her staff is also professional and caring. ,Services,State of New Jersey - (Horizon BCBS),New Brunswick Health Center,Positive
Jun-22," I was 100% happy with my visit. I felt heard and left with a huge sense of relief. I like that my overall wellness and annual testing was taken seriously and will be managed (mammograms, colonoscopy, pap) I really can't think of anything.",Good doctor,State of Colorado,Grand Junction Trailhead Clinic,Positive
Jun-22, F/u w preventative medicine N/a,Doctor listen the concerns,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Neutral
Jun-22,FOCUS ON MY PERSONAL CARE  ,Services,State of New Jersey - (Horizon BCBS),West Orange Health Center,Positive
Jun-22, Courteous staff at check in and doctor was tuned into my health plan/goals ,Good doctor,State of New Jersey - (Horizon BCBS),Voorhees Health Center,Positive
Jun-22, Amazing staff they are all super helpful and respectful. I love going here compared to a big hospital I feel like they care about me. Nothing everything is top notch!,Engagement with Patient's,Nolato Contour,BeWell Clinic Nolato Contour,Positive
Jun-22," The Dr was very patient and I felt like he listened to me and helped me find a solution to my issue, while answering all my questions without making mw feel like I was wasting his time. The only issue is the hours the place is open, but I understand the reason so really nothing to be done with that.",Unskilled,nan,Teamsters Local 14 Family Wellness Center - Northwest,Negative
Jun-22," Always listens, and takes time with me, don't hurry me thru the appointment. ",Doctor listen the concerns,Buckeye Advantage - Bryan,Bryan Clinic,Neutral
Jun-22, Everything! Nothing,Professionalism,State of Colorado,Broomfield Buffalo Ridge Clinic,Positive
Jun-22, Was ask a lot of good questions for my health care ,Services,Midwest Operating Engineers Local 150,Activate by Everside Rockford Family Medical Center,Positive
Jun-22, Dr Sammon is friendly and explains everything I’m detail. First Dr to ever do that for me. He seems to have a generous feeling for his patients and we appreciate that. ,Concerns addressed,Akron Public Schools,Akron S. Main Health Center,Positive
Jun-22, Everything ,Professionalism,Plumbers Local 166 - Retirees,Local 166 Clinic,Positive
Jun-22, Got there early. they were able to see me right away. Nothing,Doctor is hospitable,Metalcraft of Mayville,Beaver Dam Corp. Dr. Clinic,Neutral
Jun-22,"I HAVE A PREVIOUS INJURY, MY KNEE, THAT FLAMED UP SUDDENLY ON FRIDAY
I CALLED YOU, EXPLAINED THE SITUATION, AND WAS ABLE TO GET AN APPOINTMENT ON MONDAY MORNING, GREAT
MONDAY MORNING THE DOCTOR TELLS ME THAT I COULD HAVE GONE DIRECTLY BACK TO THE ORTHO WITHOUT A REFERRAL
WOULDN'T THAT HAVE BEEN NICE TO KNOW ON FRIDAY. SOMEONE SHOULD TELL YOU  ",Blood work and vaccine,City of Arvada,Arvada City of Arvada Clinic,Negative
Jun-22," You took the time to listen, and got me in on short notice when I was in extreme pain. The kindness and general concern for my well being by Dr. Madeline Jewel was beyond awesome. I can't thank her and the staff enough  for how wonderful they treated me and how professional they were. ",Good doctor,Weld County Colorado,Greeley 35th Avenue Clinic,Positive
Jun-22, check up ,Doctor listen the concerns,Michelin - South Carolina,Michelin Family Health Center - Anderson,Neutral
Jun-22, Friendly and professional. Nothing. No complaints.,Professionalism,nan,Aisin London Health and Wellness Center,Positive
Jun-22, Courteous staff No complain,Professionalism,Michelin - South Carolina,Michelin Family Health Center - HNA,Positive
Jun-22, Listen to my concerns Everything was great,Concerns addressed,Michelin - South Carolina,Michelin Family Health Center - Anderson Satellite (Starr),Positive
Jun-22, Everything No problems,Engagement with Patient's,Cleveland Bakers & Teamsters (CBT),Seven Hills Lombardo Center Clinic,Positive
Jun-22, The whole time there was fast and the doctor was very informative and caring ,Services,"UA Local 469 Arizona Pipe Trades - Phoenix, AZ",UA Local 469 Activate Health and Wellness Center - Gilbert,Positive
Jun-22, All parts of the visit were well done. ,Good doctor,Northeast Indiana School Insurance Trust,Angola Clinic,Positive
Jun-22, Great rapport with PCP ,Concerns addressed,State of Colorado,Aurora Cornerstar Plaza Clinic,Positive
Jun-22, My doctor gave me plenty of time to discuss my concerns and addressed each concern in a satisfactory manner. I feel that  all of my health concerns will be taken care of. ,Services,California's Valued Trust (CVT),Altais Salinas North Main Street,Positive
Jun-22," Very nice & friendly. Nurse & dr listened to me, very nice & made me feel comfortable. Nothing",Professionalism,Brown & Haley,Puyallup Meeker's Landing Clinic,Positive
Jun-22, Quickly & clearly explained my lab results.  Let me know I’m on the right track for my better health & wants to get me off a medication if things continue to improve. ,Good doctor,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Positive
Jun-22, Information sharing ,Good doctor,"City of West Lafayette, IN",West Lafayette Kent Avenue Health Center,Positive
Jun-22, Explained what I needed to do. ,Doctor listen the concerns,nan,Aisin London Health and Wellness Center,Neutral
Jun-22, Yes you all do great i love going there.. nothing,Concerns addressed,Seymour Community Schools,Nippon Steel/Seymour Schools Clinic,Positive
Jun-22, Very courteous and helpful Nothing,Good doctor,Spangler Candy Company,Bryan Clinic,Positive
Jun-22, Greeted me as soon as I arrived and the check-in process was easy ,Good doctor,nan,Rollins Health Center,Positive
